Date,SPHIX,MLUHYCL(PI),LHMUN1Y(P),FMNDX,FBNDX,LBUSTRUU.Index.x,FCSTX,LMBITR.Index,LFRAMBS(P),FMSFX
1/5/15,9.25,79.95,106.17,10.04,7.69,104.145951,10.59,109.00009,105.617,11.31
1/6/15,9.24,79.763,106.16,10.04,7.69,103.922756,10.6,108.94823,105.717,11.32
1/7/15,9.21,79.599,106.2,10.04,7.7,104.035138,10.6,109.0554,105.711,11.32
1/8/15,9.19,79.412,106.19,10.04,7.71,104.360895,10.61,108.97555,105.769,11.32
1/9/15,9.17,79.202,106.16,10.04,7.68,104.529791,10.61,108.64078,105.671,11.31
1/13/15,9.16,79.116,106.15,10.04,7.69,104.591499,10.61,108.65342,105.77,11.32
1/14/15,9.19,79.361,106.14,10.04,7.73,104.626156,10.62,108.65589,105.857,11.33
1/15/15,9.2,79.395,106.12,10.04,7.74,104.956544,10.63,108.5457,105.902,11.33
1/16/15,9.2,79.453,106.09,10.04,7.72,104.988838,10.64,108.49144,105.991,11.34
1/20/15,9.21,79.472,106.08,10.04,7.72,104.863233,10.63,108.57691,105.99,11.34
1/21/15,9.19,79.472,106.08,10.04,7.73,104.891473,10.64,108.71633,105.99,11.36
1/22/15,9.14,79.274,106.07,10.04,7.74,104.835117,10.64,108.80301,106.051,11.36
1/23/15,9.12,78.712,106.34,10.04,7.74,104.488379,10.64,108.98879,106.173,11.34
1/27/15,9.12,78.518,106.34,10.04,7.72,104.431041,10.65,109.18976,105.934,11.34
1/28/15,9.11,78.519,106.3,10.04,7.75,104.642148,10.66,109.51549,105.905,11.34
1/29/15,8.99,78.515,106.29,10.04,7.75,104.653762,10.67,109.52557,105.983,11.32
1/30/15,8.95,78.413,106.27,10.04,7.74,104.757808,10.68,109.41889,105.794,11.33
2/2/15,8.89,78.169,106.27,10.04,7.75,104.699026,10.67,109.54061,105.932,11.34
2/3/15,8.85,77.683,106.26,10.04,7.76,104.590419,10.67,109.70267,105.97,11.35
2/4/15,8.82,77.359,106.22,10.04,7.76,104.835243,10.67,109.8086,106.065,11.35
2/5/15,8.76,77.153,106.21,10.04,7.77,105.124056,10.67,110.08246,106.02,11.37
2/6/15,8.71,76.667,106.2,10.04,7.79,105.148964,10.67,110.21321,106.215,11.35
2/9/15,8.65,76.255,106.21,10.04,7.78,105.152206,10.68,110.22875,105.988,11.37
2/10/15,8.71,75.779,106.21,10.04,7.77,105.21545,10.67,110.25279,106.113,11.34
2/12/15,8.83,76.253,106.16,10.04,7.77,105.262965,10.68,110.1196,105.969,11.34
2/13/15,8.87,77.158,106.07,10.04,7.78,105.114652,10.68,110.00788,105.924,11.34
2/18/15,8.88,77.386,106.04,10.04,7.79,104.960466,10.68,110.09629,105.977,11.34
2/23/15,8.9,77.549,106.02,10.04,7.77,105.129519,10.68,110.11495,105.951,11.31
2/24/15,8.9,77.641,105.98,10.04,7.76,105.509961,10.68,110.214,105.718,11.32
2/25/15,8.9,77.656,105.97,10.04,7.78,105.640985,10.68,110.33599,105.711,11.32
2/26/15,8.9,77.656,105.97,10.04,7.78,105.529653,10.68,110.34602,105.711,11.33
2/27/15,8.9,77.655,105.98,10.04,7.79,105.441993,10.69,110.48109,105.782,11.34
3/2/15,8.9,77.684,105.95,10.04,7.78,105.584048,10.69,110.50182,105.876,11.35
3/3/15,8.9,77.675,105.93,10.04,7.78,105.452357,10.69,110.2463,105.908,11.37
3/4/15,8.87,77.675,105.93,10.04,7.78,105.35768,10.69,110.09597,105.978,11.39
3/5/15,8.83,77.675,105.93,10.04,7.78,105.421256,10.69,110.05913,105.978,11.41
3/9/15,8.86,77.662,106.2,10.04,7.8,105.519674,10.69,109.70561,106.23,11.39
3/10/15,8.88,77.41,106.2,10.04,7.81,105.907584,10.7,109.6332,106.439,11.38
3/11/15,8.89,77.128,106.19,10.04,7.82,105.8,10.71,109.36885,106.617,11.39
3/12/15,8.89,77.34,106.16,10.04,7.82,105.749008,10.71,109.23567,106.421,11.39
3/13/15,8.89,77.639,106.16,10.04,7.83,105.457186,10.72,109.1909,106.34,11.39
3/16/15,8.86,77.722,106.16,10.04,7.81,105.172571,10.72,109.14538,106.401,11.42
3/17/15,8.87,77.647,106.15,10.04,7.81,105.12643,10.71,109.00162,106.433,11.43
3/18/15,8.86,77.647,106.15,10.04,7.8,105.252584,10.71,109.06123,106.471,11.4
3/19/15,8.86,77.423,106.11,10.05,7.78,105.174022,10.7,109.04699,106.581,11.39
3/20/15,8.86,77.484,106.1,10.05,7.78,105.083383,10.69,109.04302,106.689,11.39
3/23/15,8.88,77.402,106.1,10.05,7.78,104.958819,10.69,109.04634,106.425,11.39
3/24/15,8.89,77.402,106.1,10.05,7.79,104.951965,10.7,109.06556,106.425,11.4
3/25/15,8.89,77.409,106.12,10.05,7.81,105.211751,10.7,109.09538,106.326,11.39
3/26/15,8.88,77.398,106.1,10.05,7.81,105.105738,10.7,109.12215,106.252,11.4
3/27/15,8.9,77.521,106.09,10.05,7.79,105.140805,10.71,109.09936,106.334,11.41
3/30/15,8.89,77.615,106.08,10.05,7.8,104.850653,10.7,109.01738,106.46,11.41
3/31/15,8.89,77.653,106.07,10.05,7.77,105.031137,10.69,108.85332,106.312,11.43
4/1/15,8.88,77.639,106.06,10.05,7.77,105.061569,10.67,108.81853,106.35,11.43
4/8/15,8.91,77.789,106.04,10.05,7.78,105.048041,10.66,108.79914,106.505,11.42
4/9/15,8.92,77.782,106.04,10.05,7.78,105.044665,10.65,108.4344,106.458,11.42
4/10/15,8.94,77.781,106.03,10.05,7.78,105.188981,10.65,108.42575,106.65,11.42
4/13/15,8.96,77.778,106.17,10.06,7.8,105.318581,10.65,108.45052,106.789,11.39
4/15/15,8.95,77.997,106.16,10.06,7.8,105.486692,10.65,108.46416,106.622,11.39
4/16/15,8.96,78.084,106.12,10.06,7.79,105.437119,10.66,108.62267,106.548,11.38
4/17/15,8.95,78.239,106.1,10.05,7.79,105.512765,10.65,108.63649,106.625,11.37
4/20/15,8.96,78.439,106.09,10.06,7.79,105.336425,10.65,108.68001,106.377,11.39
4/21/15,8.97,78.404,106.08,10.06,7.77,105.024481,10.65,108.80284,106.405,11.38
4/22/15,8.98,78.42,106.07,10.06,7.78,104.889738,10.65,109.01,106.261,11.35
4/23/15,8.99,78.407,106.02,10.06,7.8,104.973052,10.66,109.31357,106.245,11.37
4/24/15,8.99,78.477,106.01,10.06,7.82,105.188,10.67,109.36124,106.353,11.36
4/27/15,8.99,78.529,105.99,10.06,7.82,105.272506,10.67,109.35336,106.318,11.35
4/28/15,9,78.529,105.99,10.06,7.82,105.321354,10.67,109.34195,106.318,11.36
4/30/15,9.02,78.573,106.03,10.06,7.84,105.398551,10.68,109.33726,105.905,11.38
5/7/15,9.03,78.666,105.99,10.06,7.85,105.224594,10.69,109.21997,106.085,11.38
5/8/15,9.05,78.664,105.98,10.06,7.84,105.17897,10.69,109.20245,106.007,11.37
5/11/15,9.06,78.725,105.97,10.06,7.84,105.186961,10.69,109.20666,105.92,11.39
5/12/15,9.06,78.773,105.96,10.06,7.84,105.455845,10.7,109.18599,105.999,11.37
5/13/15,9.05,78.905,105.94,10.06,7.81,105.395947,10.7,109.28278,106.199,11.35
5/14/15,9.03,79.015,105.89,10.05,7.81,105.407094,10.7,109.28109,106.214,11.36
5/15/15,9.03,79.164,105.88,10.05,7.81,105.487114,10.71,109.27835,106.083,11.37
5/18/15,9.01,79.2,105.87,10.05,7.83,105.470199,10.7,109.22264,106.218,11.33
5/19/15,9,79.196,106.04,10.05,7.83,105.222353,10.7,109.12834,106.119,11.34
5/20/15,8.96,79.098,106.02,10.05,7.83,105.384716,10.7,109.1201,105.957,11.35
5/21/15,8.97,78.954,105.98,10.05,7.83,105.274462,10.7,109.11407,106.012,11.36
5/22/15,8.98,78.955,105.98,10.05,7.83,105.410846,10.7,109.18739,106.079,11.35
5/26/15,8.95,78.745,105.95,10.05,7.84,104.971572,10.69,109.29556,105.697,11.35
5/27/15,8.94,78.621,105.94,10.05,7.86,104.950976,10.69,109.28569,105.783,11.36
5/28/15,8.92,78.331,105.91,10.05,7.86,105.259347,10.7,109.28351,105.956,11.36
5/29/15,8.92,78.408,105.88,10.05,7.86,105.303475,10.7,109.27136,105.985,11.41
6/1/15,8.94,78.449,105.88,10.05,7.87,105.311224,10.7,109.19123,106.007,11.39
6/2/15,8.95,78.209,105.87,10.05,7.87,105.293465,10.7,108.99774,105.96,11.4
6/3/15,8.96,78.073,105.89,10.05,7.88,105.484101,10.71,108.94815,105.983,11.4
6/4/15,8.96,77.883,105.86,10.05,7.87,105.4616,10.71,108.98649,106.029,11.42
6/5/15,8.97,77.856,105.84,10.04,7.86,105.426457,10.71,108.97213,106.333,11.41
6/9/15,8.96,78.07,105.84,10.05,7.87,105.332739,10.71,108.85056,106.254,11.39
6/10/15,8.96,78.139,105.83,10.05,7.9,105.498018,10.72,108.64374,106.345,11.4
6/11/15,8.97,78.166,105.82,10.05,7.91,105.643929,10.73,108.43631,106.387,11.4
6/12/15,8.98,78.239,105.81,10.05,7.9,105.8693,10.73,108.16292,106.449,11.41
6/15/15,8.98,78.295,105.78,10.05,7.9,105.621168,10.73,107.94593,106.332,11.43
6/16/15,8.99,78.212,105.77,10.05,7.91,105.525256,10.73,108.02673,106.093,11.42
6/17/15,9,78.256,105.76,10.05,7.9,105.417121,10.72,108.13622,106.236,11.43
6/18/15,9.03,78.314,105.75,10.05,7.89,105.53272,10.72,107.98164,106.242,11.43
6/19/15,9.04,78.34,105.73,10.05,7.9,105.507069,10.72,108.21702,106.384,11.42
6/22/15,9.04,78.342,105.9,10.05,7.9,105.547045,10.72,107.79586,106.7,11.42
6/23/15,9.05,78.372,105.88,10.05,7.93,105.711572,10.73,107.72702,106.553,11.42
6/24/15,9.05,78.372,105.85,10.05,7.92,105.840628,10.74,107.73427,106.723,11.43
6/25/15,9.04,78.477,105.84,10.05,7.92,105.820483,10.74,107.58481,106.6,11.44
6/26/15,9.06,78.674,105.83,10.05,7.9,105.549182,10.73,107.47033,106.594,11.44
6/29/15,9.06,78.81,105.8,10.05,7.88,105.600492,10.73,107.36677,106.597,11.44
6/30/15,9.05,78.8,105.8,10.05,7.88,105.401395,10.72,107.42699,106.494,11.44
7/2/15,9.05,78.855,105.79,10.05,7.89,105.31747,10.72,107.42542,106.476,11.43
7/6/15,9.05,78.902,105.78,10.05,7.89,105.28097,10.72,107.5934,106.59,11.43
7/7/15,9.06,78.879,105.77,10.05,7.88,105.104791,10.71,107.62068,106.666,11.41
7/8/15,9.05,79.008,105.74,10.05,7.88,104.906402,10.71,107.68474,106.661,11.42
7/9/15,9.06,79.024,105.73,10.05,7.88,104.927119,10.7,107.84083,106.693,11.43
7/10/15,9.06,78.937,105.72,10.05,7.89,104.550446,10.7,107.74805,106.684,11.42
7/13/15,9.06,78.978,105.71,10.05,7.88,104.621492,10.7,107.54569,106.591,11.41
7/14/15,9.04,79.011,105.7,10.05,7.88,104.623119,10.7,107.31596,106.579,11.4
7/15/15,9.04,78.978,105.53,10.05,7.86,104.534477,10.7,107.38158,106.415,11.4
7/16/15,9.04,78.972,105.51,10.05,7.88,104.458367,10.7,107.14977,106.429,11.38
7/17/15,9.04,79.028,105.49,10.05,7.88,104.637455,10.7,107.15603,106.524,11.37
7/21/15,9.04,79.027,105.48,10.05,7.88,104.740326,10.7,107.13011,106.469,11.36
7/22/15,9.02,78.981,105.48,10.05,7.88,104.866844,10.7,107.01992,106.305,11.35
7/23/15,9.01,78.858,105.44,10.05,7.89,104.692208,10.71,107.15984,106.217,11.37
7/24/15,9.04,78.848,105.42,10.05,7.9,104.940315,10.72,107.24114,106.211,11.39
7/27/15,9.04,78.847,105.64,10.05,7.91,104.795708,10.72,107.32757,106.19,11.35
7/28/15,9.01,78.882,105.63,10.05,7.91,104.900912,10.73,107.45176,106.069,11.35
7/29/15,9.02,78.857,105.62,10.05,7.91,104.798401,10.72,107.39308,105.952,11.35
7/30/15,9.03,78.705,105.59,10.05,7.9,105.381905,10.72,107.3324,105.805,11.37
7/31/15,9.04,78.635,105.57,10.05,7.88,105.24128,10.71,107.46093,106.008,11.39
8/3/15,9.04,78.808,105.56,10.05,7.87,105.207211,10.7,107.38846,106.203,11.36
8/4/15,9.03,78.77,105.55,10.05,7.88,105.344464,10.7,107.28355,105.729,11.34
8/5/15,9.03,78.506,105.53,10.05,7.89,105.663977,10.7,107.28059,105.725,11.35
8/6/15,9.04,78.627,105.47,10.05,7.89,105.796815,10.7,107.30315,105.668,11.37
8/7/15,9.04,78.65,105.45,10.05,7.89,105.774558,10.7,107.19358,105.856,11.36
8/10/15,9.04,78.735,105.48,10.05,7.9,105.811332,10.7,107.45015,106.114,11.37
8/11/15,9.04,78.673,105.45,10.05,7.89,106.227442,10.7,107.42645,105.848,11.37
8/12/15,9.04,78.612,105.43,10.05,7.89,106.727501,10.7,107.29695,105.707,11.38
8/13/15,9.04,78.551,105.39,10.05,7.89,106.346352,10.7,107.32122,105.742,11.38
8/14/15,9.03,78.631,105.38,10.05,7.91,106.23034,10.71,107.56464,105.877,11.36
8/17/15,9.03,78.623,105.37,10.05,7.9,106.319748,10.72,107.6808,105.634,11.33
8/18/15,9.01,78.623,105.37,10.05,7.9,106.237687,10.72,107.70654,105.634,11.28
8/19/15,8.99,78.622,105.36,10.05,7.9,106.130025,10.72,107.58601,105.787,11.31
8/20/15,8.97,78.644,105.34,10.05,7.91,105.876932,10.73,107.40168,105.811,11.26
8/21/15,8.96,78.634,105.32,10.05,7.89,105.836603,10.73,107.38508,105.848,11.28
8/24/15,8.93,78.647,105.31,10.05,7.9,105.908329,10.73,107.39436,105.932,11.26
8/25/15,8.93,78.609,105.57,10.05,7.89,105.787309,10.73,107.46285,105.797,11.24
8/26/15,8.95,78.521,105.52,10.05,7.9,105.590197,10.74,107.49043,105.506,11.29
8/27/15,8.93,78.385,105.49,10.05,7.87,105.669715,10.73,107.56035,105.062,11.27
8/28/15,8.91,78.23,105.48,10.05,7.86,105.544713,10.73,107.56046,105.254,11.27
8/31/15,8.9,77.979,105.46,10.05,7.88,105.514983,10.73,107.63746,104.853,11.29
9/1/15,8.9,77.884,105.45,10.05,7.88,105.517103,10.73,107.75125,105.008,11.3
9/2/15,8.91,77.671,105.45,10.05,7.88,105.480098,10.73,107.85597,104.842,11.31
9/4/15,8.93,77.694,105.41,10.05,7.88,105.329288,10.74,107.88842,104.575,11.32
9/8/15,8.94,77.811,105.4,10.05,7.9,105.603436,10.74,107.97772,104.979,11.28
9/9/15,8.93,77.726,105.39,10.05,7.89,105.35977,10.75,107.95244,104.87,11.27
9/10/15,8.93,77.515,105.39,10.05,7.89,105.377221,10.75,107.85715,104.842,11.28
9/11/15,8.92,77.417,105.38,10.05,7.89,105.41338,10.75,107.85193,104.966,11.27
9/14/15,8.91,77.505,105.36,10.06,7.9,105.513181,10.75,107.97935,105.093,11.23
9/15/15,8.86,77.571,105.35,10.06,7.91,105.422458,10.75,108.05862,105.05,11.28
9/16/15,8.86,77.675,105.34,10.06,7.93,105.440029,10.76,108.02955,105.306,11.28
9/18/15,8.88,77.74,105.33,10.06,7.91,105.28659,10.76,107.87442,104.839,11.24
9/24/15,8.88,77.679,105.32,10.06,7.91,105.387914,10.76,107.92519,104.641,11.26
9/29/15,8.85,77.622,105.29,10.06,7.9,105.508049,10.76,108.01501,104.779,11.29
9/30/15,8.84,77.541,105.29,10.06,7.91,105.566747,10.76,107.91649,104.678,11.3
10/5/15,8.83,77.382,105.28,10.06,7.91,105.783498,10.76,108.07872,104.276,11.31
10/6/15,8.84,76.997,105.29,10.06,7.91,105.872623,10.76,108.084,104.767,11.29
10/7/15,8.85,77.016,105.23,10.06,7.92,106.008438,10.76,108.02009,104.843,11.26
10/8/15,8.86,77.161,105.75,10.06,7.93,105.950675,10.76,107.98631,104.555,11.25
10/9/15,8.87,77.182,105.75,10.06,7.94,105.609435,10.76,108.00682,104.707,11.27
10/13/15,8.88,77.182,105.75,10.06,7.94,105.593443,10.77,107.93949,104.707,11.28
10/14/15,8.88,76.932,105.77,10.06,7.91,105.727724,10.77,107.92681,105.047,11.29
10/15/15,8.86,76.778,104.96,10.06,7.92,105.426139,10.76,108.13415,105.129,11.29
10/16/15,8.85,76.661,104.93,10.06,7.9,105.631967,10.76,108.23414,105.227,11.28
10/19/15,8.83,76.713,104.93,10.06,7.9,105.733072,10.76,108.33996,104.922,11.29
10/20/15,8.79,76.788,105.74,10.06,7.89,105.918774,10.76,108.14101,104.548,11.3
10/23/15,8.78,76.859,105.73,10.06,7.88,105.834833,10.75,107.93307,104.535,11.31
10/26/15,8.76,76.877,105.72,10.06,7.86,106.137064,10.75,107.91603,104.75,11.3
10/27/15,8.72,76.955,105.72,10.06,7.86,105.947432,10.74,107.91436,104.925,11.32
10/28/15,8.73,76.94,105.71,10.06,7.84,106.060442,10.74,107.85806,104.904,11.31
10/29/15,8.77,76.74,105.71,10.06,7.84,105.792007,10.74,107.84867,104.944,11.3
10/30/15,8.79,76.598,105.7,10.06,7.84,105.650634,10.74,107.84118,104.848,11.3
11/2/15,8.79,76.368,105.69,10.06,7.83,105.745885,10.74,107.8963,104.977,11.34
11/4/15,8.78,76.046,105.66,10.06,7.84,105.807332,10.74,107.793,105.021,11.35
11/5/15,8.78,75.978,105.65,10.06,7.85,105.386321,10.74,107.6737,105.022,11.31
11/6/15,8.77,75.864,105.65,10.06,7.86,105.411372,10.74,107.61431,104.97,11.3
11/9/15,8.75,75.534,105.62,10.06,7.86,105.667497,10.75,107.60461,105.073,11.32
11/10/15,8.72,75.624,105.63,10.06,7.85,105.752735,10.75,107.60449,105.071,11.32
11/13/15,8.72,75.916,105.6,10.06,7.86,105.834036,10.75,107.49284,104.955,11.31
11/16/15,8.69,76.107,105.58,10.06,7.85,106.139681,10.75,107.43564,104.954,11.34
11/17/15,8.65,76.112,105.57,10.06,7.85,106.454668,10.75,107.59934,105.259,11.34
11/18/15,8.68,75.998,106.14,10.06,7.85,106.789589,10.75,107.93971,105.472,11.32
11/19/15,8.67,75.947,106.13,10.06,7.89,106.797605,10.75,107.92498,105.122,11.31
11/20/15,8.67,75.917,106.1,10.06,7.87,106.549714,10.76,108.00559,104.947,11.31
11/24/15,8.66,75.672,106.09,10.06,7.88,106.735773,10.75,107.99168,105.121,11.31
11/27/15,8.64,75.401,106.08,10.06,7.89,106.967004,10.75,108.16972,105.23,11.34
11/30/15,8.63,75.327,106.09,10.06,7.91,107.039809,10.75,108.12038,105.05,11.35
12/1/15,8.6,75.013,106.08,10.06,7.92,107.217392,10.76,108.24458,105.371,11.36
12/2/15,8.53,74.736,106.06,10.06,7.92,107.482171,10.77,108.36648,105.428,11.36
12/3/15,8.57,74.882,106.05,10.06,7.92,107.174954,10.78,108.35964,105.171,11.34
12/4/15,8.56,74.853,106.1,10.06,7.94,107.216653,10.78,108.41904,105.044,11.32
12/7/15,8.6,74.816,106.11,10.06,7.95,107.013546,10.79,108.61572,105.104,11.33
12/8/15,8.61,74.752,106.11,10.06,7.96,106.907799,10.81,108.52534,105.035,11.32
12/9/15,8.61,74.585,106.07,10.06,7.95,107.221726,10.81,108.49671,105.365,11.31
12/10/15,8.59,74.41,106.07,10.06,7.95,107.120089,10.8,108.44816,105.421,11.33
12/11/15,8.59,74.177,106.08,10.06,7.95,107.148174,10.79,108.40205,105.51,11.32
12/14/15,8.61,73.528,106.11,10.05,7.95,107.590231,10.78,108.31943,105.567,11.33
12/15/15,8.6,73.903,106.1,10.05,7.94,107.435181,10.77,108.38346,105.166,11.34
12/16/15,8.62,73.835,105.89,10.05,7.93,107.788741,10.77,108.5019,105.168,11.32
12/17/15,8.63,74.166,105.89,10.05,7.93,107.892165,10.77,108.47991,105.19,11.33
12/18/15,8.62,74.282,105.88,10.05,7.93,107.418446,10.78,108.497,105.157,11.32
12/21/15,8.62,74.34,105.87,10.05,7.92,107.354848,10.78,108.48631,105.087,11.33
12/22/15,8.61,74.235,106,10.05,7.91,107.251205,10.77,108.45228,105.263,11.33
12/24/15,8.61,74.28,105.98,10.05,7.91,106.670543,10.77,108.48575,105.145,11.29
12/28/15,8.58,74.443,105.96,10.05,7.91,106.633249,10.76,108.52778,105.288,11.3
12/29/15,8.58,74.398,105.96,10.05,7.91,106.424213,10.76,108.42569,105.343,11.35
12/30/15,8.56,74.398,105.96,10.05,7.9,106.429537,10.75,108.46995,105.343,11.36
1/4/16,8.55,74.543,105.95,10.05,7.9,106.50127,10.75,108.6252,105.184,11.33
1/5/16,8.5,74.709,105.92,10.05,7.89,106.348389,10.74,108.62133,105.273,11.35
1/6/16,8.49,74.659,105.9,10.05,7.91,105.774666,10.74,108.50892,105.157,11.34
1/7/16,8.44,74.637,105.88,10.05,7.89,106.157397,10.74,108.52023,105.237,11.34
1/8/16,8.43,74.58,105.88,10.05,7.89,105.984802,10.74,108.49669,105.239,11.33
1/12/16,8.33,74.513,105.88,10.05,7.89,105.864832,10.74,108.40882,104.892,11.35
1/13/16,8.3,74.305,105.85,10.05,7.9,106.190765,10.74,108.39056,104.871,11.36
1/14/16,8.29,74.256,105.85,10.05,7.9,106.547443,10.74,108.34878,105.323,11.37
1/15/16,8.28,74.142,105.87,10.05,7.89,106.612339,10.74,108.04091,105.546,11.37
1/19/16,8.25,74.037,105.85,10.05,7.89,106.377436,10.74,107.89641,105.214,11.39
1/20/16,8.3,73.597,105.84,10.05,7.88,106.454717,10.74,107.89245,105.437,11.38
1/21/16,8.34,73.545,105.81,10.04,7.89,106.142863,10.74,107.88467,105.353,11.38
1/22/16,8.4,73.118,105.8,10.04,7.9,105.967319,10.74,107.99832,105.354,11.38
1/25/16,8.42,72.972,105.79,10.04,7.91,105.978549,10.74,108.03159,105.18,11.36
1/27/16,8.46,72.173,105.8,10.04,7.92,106.055514,10.74,108.10733,105.307,11.36
1/28/16,8.46,71.909,105.79,10.04,7.93,105.376662,10.75,108.23969,105.447,11.37
1/29/16,8.45,72.002,105.77,10.04,7.94,105.565762,10.75,108.42431,105.464,11.37
2/1/16,8.44,71.843,106.16,10.04,7.92,105.835588,10.76,108.47882,105.654,11.39
2/2/16,8.43,71.574,106.18,10.04,7.9,105.90597,10.75,108.51741,105.818,11.39
2/3/16,8.46,72.039,106.17,10.04,7.9,105.968743,10.75,108.56738,105.67,11.39
2/4/16,8.46,72.378,106.11,10.04,7.91,105.862135,10.76,108.61039,105.712,11.39
2/5/16,8.48,72.923,106.05,10.04,7.89,105.871496,10.74,108.60865,105.685,11.37
2/12/16,8.48,73.015,106.04,10.04,7.9,105.999488,10.75,108.64738,105.519,11.38
2/16/16,8.46,73.404,106.02,10.04,7.9,106.557436,10.75,108.84192,105.514,11.39
2/17/16,8.48,73.404,106.02,10.04,7.91,106.430613,10.75,108.88308,105.514,11.37
2/18/16,8.47,73.259,106.01,10.04,7.9,106.625135,10.75,108.66494,105.588,11.37
2/19/16,8.46,73.191,105.98,10.04,7.92,106.678805,10.75,108.68885,105.835,11.38
2/22/16,8.47,73.165,105.98,10.04,7.9,106.854385,10.75,108.77255,105.752,11.36
2/23/16,8.47,73.354,105.97,10.04,7.91,106.644698,10.75,108.85352,105.753,11.33
2/24/16,8.46,73.391,105.97,10.04,7.89,106.216721,10.75,108.88421,105.752,11.35
2/25/16,8.47,73.551,105.95,10.04,7.89,106.553584,10.73,108.97143,105.631,11.34
2/26/16,8.48,73.581,105.92,10.04,7.91,106.483782,10.73,109.18396,105.713,11.33
2/29/16,8.47,73.503,105.91,10.04,7.91,106.648615,10.73,109.0381,105.811,11.32
3/1/16,8.45,73.696,105.9,10.04,7.88,107.058233,10.72,108.87442,105.622,11.32
3/2/16,8.42,73.644,105.89,10.05,7.89,106.867886,10.72,108.84311,105.643,11.29
3/3/16,8.38,73.512,105.89,10.05,7.89,106.938761,10.72,108.9932,105.751,11.27
3/4/16,8.35,73.553,105.9,10.04,7.91,106.962353,10.72,109.10181,105.447,11.28
3/8/16,8.35,73.548,105.88,10.04,7.91,106.650442,10.72,109.13382,105.175,11.27
3/9/16,8.31,73.528,105.88,10.04,7.92,106.660997,10.73,109.08218,105.297,11.28
3/10/16,8.28,73.619,106.06,10.04,7.93,106.745391,10.74,109.07865,105.358,11.3
3/11/16,8.26,73.717,106.02,10.03,7.94,106.903991,10.74,109.08057,105.242,11.3
3/14/16,8.28,73.702,105.99,10.03,7.97,106.905367,10.76,109.08344,105.09,11.3
3/15/16,8.28,73.486,105.97,10.02,7.97,106.97184,10.76,109.08375,105.088,11.3
3/16/16,8.26,73.186,105.89,10.02,7.96,107.065503,10.75,109.09631,104.809,11.31
3/17/16,8.24,72.867,105.86,10.02,7.98,106.82344,10.76,109.36813,104.663,11.29
3/18/16,8.23,72.69,105.76,10.02,7.98,106.769277,10.77,109.50699,104.723,11.29
3/22/16,8.21,72.69,105.76,10.02,7.98,106.472358,10.78,109.87182,104.723,11.29
3/23/16,8.22,72.322,105.73,10.01,7.99,106.587054,10.79,109.98153,104.67,11.29
3/29/16,8.22,72.063,105.72,10.02,8.02,106.678629,10.79,109.97875,104.83,11.3
3/30/16,8.22,71.877,105.75,10.01,7.99,106.631471,10.8,109.87961,104.858,11.31
3/31/16,8.24,72.116,105.74,10.01,8,106.353317,10.81,109.88401,104.892,11.33
4/1/16,8.25,72.028,105.7,10,7.98,106.041994,10.81,109.86655,104.895,11.31
4/5/16,8.22,71.759,105.7,10,7.98,105.964124,10.8,109.81129,104.97,11.27
4/6/16,8.2,71.577,105.69,10,8.01,105.364431,10.81,109.98401,104.842,11.29
4/7/16,8.17,71.485,105.67,10,8,105.066883,10.81,109.97841,104.808,11.3
4/8/16,8.12,71.338,105.64,10,8.01,105.298853,10.81,110.13328,104.797,11.3
4/11/16,8.09,71.399,105.63,10.01,8.03,105.503492,10.82,110.07411,104.797,11.3
4/12/16,8.08,71.399,105.63,10.01,8.02,104.874358,10.82,109.93705,104.797,11.29
4/13/16,7.98,71.386,105.62,10.01,8.05,104.922018,10.82,109.95082,104.829,11.32
4/18/16,7.88,71.46,105.61,10.01,8.05,104.829047,10.82,109.95074,104.902,11.28
4/20/16,7.95,71.612,105.85,10.01,8.02,105.01492,10.82,109.89799,105.211,11.27
4/21/16,7.96,71.692,105.81,10.01,8.02,105.469889,10.82,109.93737,105.122,11.27
4/22/16,7.96,71.419,105.8,10,8.02,105.043968,10.82,110.10959,104.559,11.28
4/26/16,7.91,71.24,105.78,10,7.98,104.840397,10.81,110.13036,104.823,11.29
4/27/16,7.91,70.913,105.74,10,7.98,104.853411,10.8,110.28441,105.015,11.28
4/28/16,7.89,70.425,105.73,10,7.97,105.122283,10.79,110.33089,104.927,11.25
5/6/16,7.92,70.345,105.71,10,7.96,104.827644,10.78,110.4099,105.003,11.24
5/9/16,7.93,70.222,105.69,10,7.97,105.228097,10.78,110.43664,104.816,11.24
5/10/16,7.93,69.448,105.68,10,7.96,105.23811,10.78,110.60553,105.067,11.25
5/11/16,7.94,68.465,105.64,10,7.93,105.263476,10.77,110.6459,104.739,11.23
5/12/16,7.95,69.009,105.64,10,7.95,105.411012,10.77,110.62667,104.624,11.23
5/13/16,7.95,69.202,105.61,10,7.95,104.970384,10.77,110.84883,104.567,11.25
5/16/16,7.92,69.16,105.6,10,7.94,104.612901,10.77,110.69088,104.728,11.26
5/17/16,7.95,68.666,105.59,10,7.96,104.160981,10.77,110.61005,104.837,11.26
5/18/16,7.95,68.594,105.58,10.01,7.99,104.461274,10.77,110.38577,104.798,11.28
5/19/16,7.92,68.719,105.53,10.01,7.99,103.960957,10.76,110.38974,104.568,11.3
5/20/16,7.93,68.964,105.52,10.01,7.97,104.079871,10.76,110.38184,104.458,11.31
